"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"Yes",134454453,0.00159744,2,0.0155039,47.26,-11.8,-5.20815,15533,46.1538,-27,29.13764,4.12,-0.21,592,1704,0.10774,3.132,0.0109184,0.324,0.46041,3.39581,-1.046423543,2.08,17,0.131783,0.0436704,0.765695,2,1.38715,29
"Yes",18946326,0.00456413,7,0.013834,36.46,-28.11,-9.41676,1,52.2682,-133.4,144.8907,5.66,0,475,1002,0.00889135,2.913,0.0578204,1,0.46043,99.1,-1.117762245,1.94,89,0.175889,0.000359667,0.22137,12,2.07381,140
"Yes",9810260,0.00277557,20,0.0188679,4.19,-16.42,-9.01971,6255,34.9386,-224.9,247.6546,7.91,-209.93,515,1288,0.152555,3.463,0.11109,1,0.41451,0.236615,-0.6790723962,2.05,174,0.164151,0.00026699,1.54128,73,17.5701,1364
"Yes",23558695,0.00504352,60,0.0287908,14.61,-23.16,-12.0256,205168,53.8166,-774.8,"NA",30.8,-538.31,35,1235,1.09109,9.193,0.367523,1,0.2899,32.6337,-0.737105414,2.31,539,0.258637,0.00127631,2.732,272,5.34122,753
"Yes",93908919,0.00244054,7,0.0277778,20.52,-15.07,-6.89882,4,53.3597,-87.3,91.17338,3.06,-22.98,322,1360,0.0752217,1.366,0.0113343,0.383,0.36813,61.057,-0.7788701271,1.16,41,0.162698,0.000626741,0.340389,32,0.181309,0
"Yes",101237939,0.00126114,18,0.019544,44.02,-20.29,-9.80235,1,55.6399,-359.4,377.8144,9.41,-22.38,183,396,0.375097,6.044,0.189527,1,0.31389,40.3841,-2.040817013,3.08,190,0.206298,0.000192447,0.669733,58,0.100372,12
"Yes",127228373,0.0058389,29,0.0187218,30.43,-15.27,-9.17412,2,34.7097,-348.5,384.844,5.1,-20.89,397,905,0.394251,5.441,0.189942,1,0.32355,67.7091,-1.102665201,2.38,309,0.199484,0.000525126,0.900252,42,0.0187822,12
"Yes",64105719,0.000266241,3,0.0169492,36.71,-15.71,-5.1625,1,46.0674,-43.8,46.95609,5.21,0,47,1860,-0.0471834,3.739,0.0457266,0.996,0.3406,97.95,-1.989252824,2.4,35,0.19774,3.54894E-05,7.11763,44,9.60859,101
"Yes",131774593,0.0189197,8,0.0260586,16.44,-11.38,-6.96882,7,38.2353,-70.1,76.68408,5.61,-6.76,147,1536,-0.170013,1.109,0.00128763,0.012,0.31995,28.5167,-2.405041954,1.93,69,0.224756,0.00278726,0.541879,36,0.640345,18
"Yes",38121128,0.00141997,9,0.0386266,10.87,-15.81,-6.52156,1,44.0171,-71.2,74.17361,8.01,-122,245,517,-0.100293,1.083,0.0149664,0.599,0.41349,96.0959,-0.2524850299,0.644,74,0.317597,0.000286223,0.139895,5,2.24098,110
"Yes",123621394,0.000299521,2,0.0145985,34.65,-10.24,-5.659,2,42.7536,-22.6,24.60839,3.93,-0.63,444,2758,0.261023,3.235,0.130316,1,0.36536,3.00085,-0.8666915385,1.75,28,0.20438,6.68425E-05,1.80391,27,0.548677,11
"Yes",155489292,0.0015894,1,0.0102041,26.08,-10.2,-5.22346,2,40.404,-13.5,15.88518,9.36,0,21,1302,0.249953,1.766,0.187323,0.86,0.37829,95.55,-0.07009936842,2.26,"NA","NA","NA",11.5238,159,5.63665,147
"Yes",104920385,0.00139776,1,0.0243902,18.11,-9.56,-3.55687,1,40.4762,-9.6,10.30272,3.6,0,804,2012,-0.00397561,1.369,0.0106341,0.047,0.293,99.75,-0.3378081081,0.954,5,0.121951,1.95371E-05,91.5976,636,5.25556,67
"Yes",44224821,0.0487416,29,0.0240265,9.75,-16.8,-9.56088,110626,46.2748,-383.4,404.54,16.09,-353.65,87,388,0.0373064,2.404,0.0719483,0.985,0.38718,1.17817,-0.8357016377,1.99,233,0.193041,0.00167971,3.14249,197,3.03578,312
"Yes",78558424,0.00117312,7,0.0875,9.34,-9.01,-3.5256,1,29.6296,-14.7,16.09078,13.91,-38.61,414,3836,-0.0619897,0.665,0.0139684,0.074,0.40989,40.8134,-0.1378536585,0.259,25,0.3125,0.000333493,54.9079,91,14.1707,123
"Yes",207240277,0.000199681,1,0.016129,24.84,-9.4,-4.50526,2,46.0317,-9.2,9.949135,10.48,0,25,711,0.413403,3.134,0.223065,0.997,0.42878,98.65,-0.7637655738,1.88,7,0.112903,1.59487E-05,0.816873,7,40.2463,102
"Yes",52395598,0.0210997,3,0.0196078,13.15,-13.57,-5.77,4,55.8442,-49.5,53.11113,10.06,-336.74,49,254,0.00132046,0.365,0.0221999,0.088,0.44548,5.76529,-0.1218166667,0.27,30,0.196078,0.00248452,5.90597,46,4.30111,86
"Yes",41101172,0.000998402,3,0.0254237,29.95,-9.32,-4.96692,1,43.6975,-24.1,26.86724,48.64,-10.55,261,1024,4.0581,9.889,0.716174,1,0.3943,25.6543,0.1360102041,3.06,19,0.161017,2.68172E-05,45.5278,1067,33.6207,1365
"Yes",39612297,0.0343201,14,0.026616,11.28,-17.23,-8.43324,4007,46.1101,-158.2,168.042,7.22,-121.45,164,2849,-0.330984,2.947,0.0421785,1,0.34964,8.42335,-1.230916875,1.68,125,0.237643,0.00411754,0.693527,36,5.54494,181
"Yes",183469674,0.00046592,3,0.0238095,46.55,-7.98,-4.40906,1,37.0079,-21.6,24.33517,5.37,0,64,503,0.178841,3.792,0.0436076,0.998,0.37728,98.8,-0.820865812,1.73,14,0.111111,1.94434E-05,0.59826,18,0.312267,6
"Yes",80951447,"NA","NA","NA",12.15,-7.55,-4.44625,1,28.5714,-2.9,3.312746,6.2,-52.69,75,186,0.323294,0.716,0.2595,0.515,0.39599,85.5976,-0.0541308,0.89,7,0.205882,1.09675E-05,3.92641,21,6.04644,19
"Yes",109953756,0.000199681,2,0.0147059,35.14,-8.42,-4.08724,1,35.7664,-27,28.87301,5.8,-0.8,170,377,0.360971,2.411,0.284612,1,0.40827,8.38428,-0.6361347826,1.18,26,0.191176,2.33522E-05,1.78555,37,20.1474,1123
"Yes",82650029,"NA","NA","NA",35.05,-9.22,-4.8025,1,43.6975,-29.5,31.46815,3.23,0,216,1090,0.272284,3.115,0.0220708,0.235,0.41592,98.65,-1.080247458,2.01,20,0.169492,1.18624E-05,1.82586,13,1.00031,32
"Yes",57278116,0.0017472,4,0.0597015,7.85,-5.37,-2.83952,1,41.1765,-17.5,18.26846,17.29,-352.13,26,147,0.0707313,0.252,0.115149,0.22,0.38469,1.37314,-0.02904761905,0.201,9,0.134328,0.000709142,3.48097,25,5.42382,35
"Yes",165947197,0.101338,1,0.00689655,36.88,-10.6,-5.27448,1,43.8356,-29.1,31.99908,3.6,0,89,810,0.108414,2.282,0.0365757,0.623,0.36191,99.25,-0.869477305,1.49,64,0.441379,0.00207988,14.2626,24,9.66586,18
"Yes",62866967,0.230206,7,0.0486111,9.45,-19.29,-5.20679,9,59.3103,-55.2,57.87479,17.8,-373.58,278,786,0.0837069,0.875,0.147171,0.532,0.41092,2.74157,"NA","NA",95,0.659722,0.0194803,3.31349,65,2.23924,50
"Yes",192031332,0.0110074,7,0.0257353,50.21,-16.99,-5.94152,1,34.7985,-44,52.08602,5.37,0,693,1617,-0.0336249,3.13,0.00420794,0.145,0.40541,97.95,-1.381249237,1.9,51,0.1875,0.00137152,4.18426,63,2.29506,24
"Yes",9217731,0.09017,13,0.0157959,45.56,-16.31,-9.805,1,49.6359,-248.2,264.7802,6.56,-2.54,106,636,0.0954127,2.828,0.0759681,1,0.39142,14.978,-1.274243384,2.92,134,0.162819,0.00934866,4.16153,74,1.32384,48
"Yes",1077624,0.000199681,1,0.011236,16.74,-11.73,-5.326,1,57.7778,-23.8,25.72595,2.4,0,25,68,-0.91648,1.891,0.00098612,0.041,0.39673,98.25,-0.2822711864,0.515,19,0.213483,3.08462E-05,1.66131,14,1.27318,2
"Yes",143561167,0.0053848,29,0.0327684,20.18,-15.34,-8.95176,12,39.2534,-211.8,229.6057,7.25,-70.59,125,276,-0.0876539,2.615,0.0192463,0.708,0.38316,99.4907,-1.090604871,2.15,168,0.189831,0.000665185,1.23806,36,0.667853,44
"Yes",16727315,0.0218318,5,0.0238095,42.12,-9.58,-5.085,1,43.5407,-52.8,57.74234,2.04,-0.11,509,6669,0.942199,5.942,0.429722,1,0.41708,1.51835,-1.23123125,3.78,56,0.266667,0.00156501,15.1491,85,25.5888,297
"Yes",119713599,0.274731,7,0.0214067,28.51,-17.84,-8.34,1,60.7362,-126.8,133.9712,3.41,0,1140,3130,-0.292392,3.406,0.0149376,0.454,0.4279,97.6,-1.667502048,1.75,84,0.256881,0.0231113,2.82657,34,20.0498,90
"Yes",113993343,0.00289535,4,0.0275862,31.22,-11.03,-5.61821,1,47.9452,-32.4,35.60991,3.92,0,56,348,0.0141103,2.33,0.00644929,0.187,0.40954,97.4,-1.175727007,1.67,28,0.193103,0.000412211,4.60272,121,1.0382,35
"Yes",50910483,0.00071885,5,0.0217391,41.6,-14.28,-5.91618,1,32.1739,-25.5,31.39037,3.99,0,331,2059,-0.456012,2.468,0.00526036,0.385,0.4513,98.65,-2.039573536,1.84,59,0.256522,8.42271E-05,9.52352,51,12.3964,167
"Yes",16080898,0.0121139,3,0.015544,30.99,-14.79,-6.37485,1,44.8454,-42.9,47.41907,3.58,0,50,558,-0.130299,2.004,0.00875983,0.212,0.48002,99.7,-1.162864246,1.76,40,0.207254,0.000874735,0.202021,4,0.106331,1
"Yes",116471191,0.000909656,18,0.0372671,48.18,-11.42,-6.90088,1,35.2697,-118.1,129.5529,4.72,0,1659,6306,0.329636,4.062,0.123442,0.989,0.38199,99.1056,-1.293972746,2.53,118,0.244306,0.000100096,7.84917,231,6.59696,176
"Yes",66476264,0.00279553,3,0.0215827,31.88,-20.49,-6.042,1,65.942,-51.6,53.81558,5,-2.16,216,475,-0.0801526,2.429,0.00524609,0.167,0.37065,4.12764,-1.376393939,1.84,24,0.172662,0.000267322,0.680221,15,3.43445,17
"Yes",112098316,0.000332801,3,0.0188679,48.21,-11.02,-4.732,1,46.25,-36.9,39.51808,5.65,0,226,1262,-0.245387,3.074,0.0469354,0.998,0.32426,97.25,-1.844209145,2.05,34,0.213836,1.88863E-05,21.0515,475,0.117825,1
"Yes",183141142,0.00255594,4,0.0310078,10.67,-9.46,-5.16387,1,41.0853,-21.7,23.81895,2.48,-17.27,474,2286,-0.0866892,1.268,0.00636502,0.096,0.39416,31.7624,-0.1990410959,0.673,29,0.224806,0.000467179,48.5942,51,325.025,109
"Yes",33454270,0.0066782,8,0.0434783,28.29,-15.09,-6.62576,125084,54.6448,-58,61.88385,4.65,-0.42,265,2466,-0.721026,3.126,0.0107219,0.955,0.40378,2.11691,-2.258827381,2.22,51,0.277174,0.00108483,3.43143,27,1.43505,44
"Yes",52280016,0.00671783,11,0.0387324,39.46,-17.32,-8.23424,1,50.8834,-68.4,73.95132,3.93,0,415,1936,0.0692256,3.506,0.0528138,0.999,0.36058,99.45,-1.603982647,2.07,60,0.211268,0.00173843,0.1338,4,0.594725,13
"Yes",951285,0.271684,4,0.037037,27.65,-11.13,-4.38074,1,39.4495,-14.8,18.10789,3.05,0,858,6958,-0.527161,3.595,0.00265142,0.191,0.44165,99.3,-1.430787255,1.93,25,0.231481,0.0145007,2.01605,11,1.14489,20
"Yes",68006090,0.171226,2,0.0350877,35.3,-14.57,-6.0545,1,48.2759,-8.4,9.498416,6.34,0,60,460,0.0738947,2.33,0.0161228,0.105,0.43774,99.8,-0.6694879592,1.17,14,0.245614,0.0176081,3.68261,24,4.18956,27
"Yes",177701094,0.00392705,4,0.0296296,38.59,-12.94,-5.81889,1,54.4118,-39.1,41.16759,41.22,-9.85,184,26560,4.23351,9.602,0.717874,1,0.39958,7.75298,-0.3272074766,2.76,24,0.177778,0.0012088,5.39647,165,3.13068,163
"Yes",111148526,0.000399361,2,0.05,34.05,-7.76,-2.87636,1,28.2051,-1.8,2.494786,5.7,0,178,696,-0.423975,1.582,0.00035,0.009,0.32464,96.9,-0.9472894737,1.28,9,0.225,0.000248956,45.5815,14,6.14775,18
"Yes",32788612,0.000266241,1,0.0111111,29.56,-11.03,-4.19346,2,42.8571,-16,17.36144,6.49,0,136,419,0.022419,1.995,0.0316516,0.358,0.40202,98.5,-0.2355288889,2.3,18,0.2,3.33533E-05,3.10007,35,2.45696,67
"Yes",20177217,0.000199681,1,0.0294118,27.96,-5.98,-3.13286,1,31.4286,-3.8,4.172486,3.43,0,123,984,0.234235,2.579,0.0548529,0.867,0.37861,99.15,-1.366470588,1.24,10,0.294118,7.89056E-05,10.5029,69,32.7476,23
"Yes",58570384,0.0014976,4,0.0540541,38.32,-14.53,-5.84292,1,58.6667,-20.8,23.07987,5.61,0,555,1600,-0.133778,3.826,0.0975032,1,0.31774,99.7,-1.073822958,2.23,11,0.148649,0.000413988,18.18,177,25.6819,421
"Yes",38103546,0.000199681,2,0.0172414,52.24,-14.26,-7.16667,1,48.7179,-19.1,21.47335,7.19,0,9,295,0.12098,3.836,0.0335624,0.63,0.47237,99.1,-1.574280189,2.4,17,0.146552,3.61285E-05,1.4397,35,4.02447,103
"Yes",159768574,0.000239616,4,0.102564,35.75,-9.26,-4.61176,1,44.7368,-2.4,3.515946,4.01,0,193,1280,-0.396923,1.813,0.00705128,0.122,0.36905,99.1,-1.437615385,2.27,12,0.307692,5.34915E-05,22.8311,70,59.4654,136
"Yes",39751329,0.203208,2,0.0625,46.17,-6.19,-3.30125,1,30.303,-2.3,2.679773,1.94,0,291,1115,0.41025,2.674,0.0418125,0.211,0.38895,99.95,-0.18021875,3.03,13,0.40625,0.0478494,12.7324,88,13.8562,117
"Yes",16440185,0.000199681,1,0.0144928,24.84,-6.58,-2.525,1,48.5714,-20.2,20.66973,0.98,0,57,241,-0.265847,2.785,0.0787408,1,0.42108,95.2,-2.545508065,1.83,17,0.246377,8.62012E-06,1927.28,8226,2509.8,8275
"Yes",128853285,0.00511182,4,0.0353982,44.01,-13.79,-5.37536,1,51.7544,-30.4,31.46474,3.23,0,534,2677,-0.23266,2.838,0.00296408,0.187,0.39381,98.5,"NA","NA",30,0.265487,0.000943447,209.247,21,108.843,131
"Yes",71296450,0.000199681,1,0.0172414,28.55,-8.37,-3.49833,1,27.1186,-6.2,7.640189,"NA",0,124,287,0.111534,2.496,0.0293276,0.405,0.37684,99.85,-1.489629825,2.7,13,0.224138,2.46945E-05,18.7752,67,41.6021,104
"Yes",105466187,0.00479234,9,0.0384615,33.68,-10.71,-5.36515,1,26.8085,-32.9,37.90746,4.78,0,15,365,-0.289944,2.357,0.000659754,0.02,0.36584,94.6,-1.054006604,1.3,49,0.209402,0.000750108,0.266598,5,0.426664,2
"Yes",42706047,0.0168691,25,0.0347705,28.77,-24.74,-8.97735,1,50.5571,-240.4,252.0466,6.04,-1.94,44,608,-0.108048,3.391,0.00823119,0.393,0.39998,13.03,-0.9783118441,1.53,135,0.187761,0.00278958,0.551981,23,0.0567019,7
"Yes",113427557,0.0228635,2,0.0384615,28.42,-7.77,-2.83,1,26.4151,-2.1,4.036319,1.43,0,935,2717,0.139135,2.799,0.0279808,0.279,0.41557,99.55,-0.99076,2.14,9,0.173077,0.00304707,11.6151,14,4.33665,16
"Yes",127197475,0.0515177,3,0.0196078,48.56,-11.83,-5.26806,2,49.0196,-43.2,46.11912,5.48,0,380,886,-0.263586,3.003,0.00720684,0.305,0.4014,97.7,-2.295238611,1.98,31,0.202614,0.00752935,2.72344,45,3.42991,73
"Yes",39587923,0.00111251,7,0.0510949,25.17,-10.04,-6.2516,1,46.3768,-30.3,32.20328,6.11,-3.83,166,367,0.213365,1.754,0.0673287,0.745,0.40096,9.9116,-0.3005607477,0.599,32,0.233577,0.000165096,72.1798,130,35.2629,77
"Yes",119181390,0.0699547,6,0.0833333,5.04,-10.16,-4.9116,4,49.3151,-20.1,20.91864,12.92,-888.42,157,1504,-0.0108709,0.218,0.0344175,0.154,0.44871,4.26692,-0.04245806452,0.154,22,0.305556,0.0147745,2.39886,32,9.55803,103
"Yes",101130757,0.00241432,10,0.025641,53.51,-16.27,-9.25647,1,50.3836,-125.7,133.1415,6.8,-1.87,727,12142,0.706075,5.067,0.405331,1,0.39117,5.71275,-0.5100789175,3.86,87,0.223077,0.000166089,0.519867,39,0.237033,6
"Yes",47178171,0.00039936,5,0.0179211,48.64,-18.02,-9.27088,56751,53.9286,-89.4,95.61698,6.38,-0.69,39,279,0.0170062,3.602,0.019464,0.999,0.35187,5.45128,-1.456102326,2.03,61,0.218638,5.35562E-05,0.909104,28,0.866556,73
"Yes",44578102,0.00346902,49,0.021021,10.69,-16.59,-10.4474,67251,39.6226,-605.6,"NA",7.22,-482.69,73,236,0.127712,5.144,0.098735,1,0.29595,5.74741,-1.206254345,2.46,526,0.225654,0.000626378,0.741544,59,0.496079,163
"Yes",74274342,"NA","NA","NA",34.95,-13.28,-5.70848,1,31.4286,-3,4.766163,5.86,0,58,532,0.508552,2.324,0.221169,0.999,0.39671,98.85,-0.2295672131,1.21,5,0.0724638,7.37174E-05,42.8655,377,22.917,388
"Yes",46202840,0.00261401,7,0.0313901,6.27,-13.27,-7.23939,198,53.125,-68.9,72.30447,19.21,-379.44,381,1029,-0.00667833,0.212,0.0415918,0.129,0.47312,3.37195,-0.06103508772,0.144,52,0.233184,0.000463662,0.482336,11,2.49646,35
"Yes",44685559,0.0029952,4,0.0421053,18.79,-10.13,-4.56704,3,62.766,-28.6,29.84383,4.55,0,401,839,-0.769682,3.026,0.00041517,0.014,0.44259,96.95,-0.4411216216,0.619,30,0.315789,0.00048247,1.99738,20,2.15505,40
"Yes",27337211,0.000399361,2,0.0172414,34.61,-6.16,-3.21727,1,48.7179,-35.1,37.10531,19.86,-9.38,65,345,2.04909,7.258,0.704881,1,0.43932,5.60562,-0.2540488889,2.24,13,0.112069,3.11412E-05,11.181,196,31.8876,567
"Yes",8966541,0.0076877,3,0.0258621,35.24,-10.71,-4.631,1,48.7179,-31.7,33.5684,7.73,0,127,1641,0.146083,2.363,0.0155304,0.235,0.42801,91.65,-1.321523182,2.08,29,0.25,0.00122429,8.56508,101,14.2116,443
"Yes",110416009,0.0011232,8,0.0300752,24.84,-11.53,-7.03758,1,45.283,-57,63.0839,4.78,-3.97,156,969,-0.222386,2.172,0.00283171,0.11,0.46157,16.6746,-2.13231323,3.43,50,0.18797,0.000165115,0.571744,36,0.646782,38
"Yes",137956584,0.000199681,3,0.0483871,35.91,-11.98,-5.72381,1,57.1429,-11.3,12.69242,5.52,0,400,1389,-0.00106452,2.439,0.00298387,0.03,0.40252,97.3,-1.279557377,1.83,18,0.290323,2.40422E-05,18.8585,49,63.5655,66
"Yes",6583676,0.0188397,39,0.0231317,15.96,-16.15,-9.06735,2,36.5579,-393,424.7215,7.5,-287.22,107,618,0.0729644,4.321,0.0666298,1,0.30393,32.2444,-1.651255288,2.2,482,0.285884,0.00249929,1.71108,99,1.68183,188
"Yes",78274253,0.000199681,1,0.0117647,47.11,-11.85,-3.55696,1,30.2326,-9,11.05213,3.91,0,928,4772,0.75772,3.46,0.394465,1,0.44015,98.3,-0.07347670588,3.58,13,0.152941,7.52095E-06,15.1825,200,0.832362,24
"Yes",11019120,0.04373,2,0.0190476,14.23,-6.77,-3.39545,2,43.2692,-25,26.45048,3,-22.06,238,786,0.0791135,1.27,0.00583669,0.047,0.43429,55.9854,-0.7994397753,1.05,10,0.0952381,0.00622653,25.5525,85,0.900518,2
"Yes",54877016,0.00039936,3,0.0215827,38.16,-11.12,-4.77481,1,47.8571,-32.9,36.7589,5.31,-0.43,31,1950,-0.0923244,1.992,0.00602116,0.261,0.37042,3.69999,-1.577948905,2.34,28,0.201439,2.84236E-05,15.1209,12,2.22253,26
"Yes",15010493,"NA","NA","NA",42.24,-7.69,-4.36773,2,34.5679,-6.77,8.997379,3.14,0,202,726,1.56747,5.697,0.664917,1,0.39297,99.8,0.5334164557,3.45,12,0.15,2.44313E-05,16.5726,57,50.5205,486
"Yes",101337027,0.0140238,11,0.0271605,9.57,-21.49,-8.15118,335889,50.2475,-136.9,143.0997,7.76,-90.84,42,434,-0.0125029,2.096,0.0323415,0.44,0.37859,99.0128,-0.3974422311,1.31,112,0.276543,0.00244258,21.3942,104,2.55877,10
"Yes",21306686,"NA","NA","NA",9.52,-17.13,-4.89889,"NA",52.381,-8.1,9.164051,7.39,-8.08,1412,2996,-0.362073,0.597,0.00365854,0.034,0.42219,28.1457,-3.844375,3.04,5,0.121951,0.00550342,10.6209,2,21.6757,2
"Yes",105038454,0.000399361,1,0.0232558,31.45,-7.07,-2.55714,1,25,-4.1,4.395254,3.86,0,287,1021,-0.514651,1.095,0.000209302,0.003,0.38399,95.85,-1.488202564,1.65,14,0.325581,1.84511E-05,24.326,45,25.4537,45
"Yes",58353714,0.212685,7,0.0486111,19.87,-10.51,-5.49548,1,58.6207,-45.9,48.81251,1.95,0,159,656,-0.352027,3.061,0.0235008,0.665,0.38831,99.25,-0.7447314516,0.935,32,0.222222,0.0556678,10.1369,57,10.4204,293
"Yes",32405454,0.134318,3,0.0288462,27.07,-9.14,-4.72194,9,40,-20.8,23.4197,"NA",0,321,1472,-0.424471,2.019,0.00223925,0.254,0.47928,99.25,-1.899356436,2.88,15,0.144231,0.0175579,2.8359,41,4.1687,10
"Yes",89716471,0.119409,16,0.0368664,28,-13.43,-8.23765,1,59.7701,-185.9,193.2257,32.12,-57.05,237,1749,1.00343,8.618,0.360234,1,0.38875,62.2536,-1.208448352,2.31,120,0.276498,0.0162862,3.74885,147,10.069,485
"Yes",54002614,0.0019968,5,0.0471698,34.69,-13.07,-3.53143,1,42.0561,-19.5,21.92965,5.38,0,60,425,-0.119703,2.368,0.0136509,0.361,0.44715,97.3,-1.192931683,1.74,26,0.245283,0.000617519,2.08437,49,0.894041,8
"Yes",85891691,0.0517394,8,0.0142349,4.05,-14.77,-7.68788,102751,37.7897,-183.7,194.9917,4.74,-193.83,94,218,-0.00607155,1.968,0.0442424,0.422,0.37819,2.72342,-0.2213410673,2.94,133,0.236655,0.00313441,0.55794,19,0.707915,18
"Yes",47271962,0.0404023,3,0.0263158,55.15,-9.01,-5.2935,1,37.1681,-20.2,24.01791,4.74,0,158,1412,0.313724,2.674,0.0950372,0.993,0.38427,97.9,-1.49826,3.3,18,0.157895,0.00616011,8.41325,55,13.9088,73
"Yes",67001846,0.001664,3,0.0193548,34.58,-11.52,-5.1071,1,33.1169,-19.8,24.79199,4.12,0,2292,4596,-0.0146106,2.963,0.019618,0.977,0.39388,94.95,-2.597286842,4.09,33,0.212903,0.000142988,10.73,62,4.17153,41
"Yes",162077230,0.0012465,33,0.0469417,6.43,-16.16,-9.12206,1382,45.7265,-190.5,203.3115,26.83,-213.54,58,366,1.22018,6.716,0.489796,1,0.43967,93.2485,0.1517745766,2.35,148,0.210526,0.000241847,0.217393,30,4.22664,315
"Yes",27477639,0.0318379,8,0.0490798,12.62,-16.82,-6.15485,4,55.4878,-50.9,54.89127,11.38,-627.41,95,262,-0.0298667,0.363,0.0211337,0.148,0.37806,23.2916,-0.1490119048,0.281,33,0.202454,0.00913967,1.30764,72,3.971,162
"Yes",122399296,0.0351107,11,0.0169492,39.88,-14.92,-8.07265,1,44.6154,-161.8,174.7355,3.98,0,62,682,0.021404,3.806,0.096065,1,0.36562,98.7146,-1.328672332,2.23,125,0.192604,0.00396566,2.99023,82,3.96895,64
"Yes",85464582,0.00656094,6,0.0179641,26.91,-8.84,-5.82882,1,42.3881,-91.8,99.74859,3.69,-2.3,78,11282,-0.289033,3.836,0.0274003,1,0.37866,4.5233,-1.877421335,2.07,67,0.200599,0.000565878,9.88659,41,10.8858,48
"Yes",219469665,0.00247106,8,0.0446927,32.43,-16.94,-6.45059,2,38.3333,-37,40.48813,4.97,0,1248,2537,-0.290519,1.975,0.0037371,0.093,0.43387,99.3,-1.721012426,1.78,38,0.212291,0.000512384,1.04554,18,0.645866,26
"Yes",90111372,"NA","NA","NA",5.86,-8.59,-3.79739,41359,62.6866,-25.1,26.58392,14.67,-362.51,203,762,-0.0737121,0.294,0.0111364,0.035,0.39117,6.3916,"NA","NA",33,0.5,0.00690582,8.11798,63,11.2948,139
"Yes",38422092,0.26491,6,0.04,32.22,-12.16,-4.77038,27320,58.2781,-58.1,60.38407,3.28,0,26,370,-0.669443,2.122,0.000582745,0.022,0.4018,99.85,-1.705279577,1.64,39,0.26,0.0128245,3.51915,72,13.9069,230
"Yes",101133011,0.00383386,5,0.0434783,26.5,-10.96,-4.09238,6,41.3793,-32.3,34.59748,4.87,-1.69,572,1274,0.104844,1.996,0.022955,0.247,0.39654,8.97022,-0.5951989815,1.96,24,0.208696,0.000716796,3.34353,48,1.11218,37
"Yes",22607346,0.148842,5,0.0290698,63.58,-10.97,-6.74485,1,47.9769,-47.9,51.43954,4.27,-7.93,58,1273,0.433025,4.449,0.313557,1,0.43544,38.6742,-1.916982353,4.16,50,0.290698,0.0146597,0.17674,2,0.233145,2
"Yes",23772268,0.00029952,3,0.0188679,13.37,-8.99,-4.25633,1,37.5,-31.7,35.56498,9.17,-53.21,52,249,0.147859,2.946,0.138767,1,0.40982,72.92,-0.7254183673,1.93,32,0.201258,0.000223403,3.65652,46,6.01878,161
"Yes",51852694,"NA","NA","NA",41.5,-11.77,-6.68056,1,57.1429,-7.8,8.2782,5.23,0,307,830,-0.1275,2.083,0.0243333,0.58,0.32403,96.5,-1.6807,0.947,5,0.138889,8.38124E-06,7.75158,19,20.7638,99
"Yes",79027376,0.00536284,6,0.0214286,26.87,-12.18,-5.69618,1,41.637,-64.7,71.67109,3.21,0,789,2083,-0.468687,3.253,0.00119706,0.091,0.32413,99.65,-1.935678462,1.56,60,0.214286,0.000556665,6.64329,83,127.771,180
"Yes",60069833,0.0559773,8,0.0379147,14.62,-11.26,-6.06333,1,53.7736,-68.1,71.16326,8.21,-18.1,253,3747,-0.0949916,3.741,0.0627407,1,0.47278,47.7107,-1.363965608,1.81,33,0.156398,0.0180008,0.996133,9,2.4283,69
"Yes",68331307,0.00235624,3,0.0162162,32.58,-10.54,-5.00323,1,27.957,-32.1,35.40038,6.32,-8.28,195,3371,0.776217,5.801,0.256338,1,0.34193,8.60392,-1.090298144,3.45,42,0.227027,0.000334036,10.8601,418,7.556,313
"Yes",10736602,0.00059904,1,0.027027,23.06,-7.24,-4.59,1,42.1053,-8.8,9.327038,6.71,0,56,131,0.119919,1.619,0.00486486,0.024,0.38609,97.95,-0.6080147059,1.04,4,0.108108,4.01477E-05,17.7996,89,7.68614,28
"Yes",68071800,"NA","NA","NA",6.02,-8,-3.05381,59,37.3333,-13.3,14.85953,8.56,-159,418,1514,0.152868,0.232,0.618987,0.913,0.40384,0.777815,-0.07672727273,0.197,18,0.243243,2.48505E-05,2.15184,20,4.0548,72
"Yes",74969491,0.00263578,5,0.0331126,46.33,-7.68,-3.32286,1,34.2105,-32,35.17349,3.01,0,775,1742,-0.112379,1.88,0.00100954,0.034,0.42695,96.4,-1.710010922,2.12,31,0.205298,0.000210092,19.6678,49,11.3842,11
"Yes",73735728,0.00256733,6,0.0495868,65.42,-10.93,-4.7963,1,65.5738,-46.1,48.02646,21.09,-0.27,138,527,2.14346,7.206,0.713724,1,0.39928,2.08333,3.755638889,7.45,32,0.264463,0.000793194,2.43263,30,3.14483,162
