"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"No",148983410,0.061102,1,0.0104167,14.38,-18.8,-5.482,1,67.0103,-34.5,36.16236,4.47,0,250,1020,-0.621683,2.453,0.0182224,1,0.3592,96.5,-1.980294211,4.06,36,0.375,0.00300917,0.698234,3,1.35199,5
"No",28668734,0.0188698,3,0.0222222,13.51,-14.6,-5.29414,1,83.0882,-84.6,85.71274,3.19,-46.07,468,1755,0.983388,3.857,0.763505,1,0.43975,29.5122,0.3782712963,1.72,94,0.696296,0.000671776,4.38094,110,6.53132,202
"No",155940042,0.00279553,2,0.0149254,13.69,-12.86,-5.353,11,54.8148,-38.2,41.04291,4.39,-24.78,267,1119,-0.0674548,3.107,0.0110399,0.169,0.44671,29.3313,-1.049032258,2.69,27,0.201493,0.000330257,1.50295,4,2.10078,40
"No",143711545,0.000199681,3,0.0416667,7.41,-9.78,-4.14533,6,41.0959,-13.6,14.43719,11.46,-381.46,233,608,-0.398431,0.245,0.00535212,0.052,0.37756,3.70444,"NA","NA",21,0.291667,7.27819E-05,11.8353,2,39.4504,2
"No",19528252,"NA","NA","NA",4.75,-11.35,-5.54167,66833,41.0959,-12.6,14.07485,3.8,-73.86,76,209,0.052366,0.34,0.0527958,0.218,0.37367,69.5971,-0.23856,0.381,36,0.5,1.70912E-05,2.41882,2,3.42204,4
"No",149609144,0.0480032,5,0.0694444,29.25,-9.02,-4.04708,2,42.4658,-15.2,15.91859,3.9,0,88,317,-0.181527,2.142,0.00643301,0.064,0.37073,97.25,"NA","NA",20,0.277778,0.0154977,11.6438,56,13.2746,112
"No",149395830,0.0048589,3,0.0416667,12.34,-14.67,-5.86037,1,49.3151,-15.4,17.28738,5.65,-26.32,39,1001,0.109757,0.569,0.232757,0.751,0.42986,39.8194,-0.2246607143,0.548,15,0.208333,0.00102283,1.18248,18,1.07494,30
"No",77109493,0.000199681,3,0.0160428,11.08,-11.84,-5.11294,4,42.5532,-44.1,47.6063,8.09,-84.41,95,816,0.146439,1.75,0.165321,0.642,0.34517,92.9691,-0.3043006536,1.35,29,0.15508,2.52707E-05,1.20609,24,5.28561,96
"No",149397581,0.274894,3,0.0416667,11.22,-18.6,-6.29269,1,64.3836,-21.2,23.26763,6.62,-35.61,199,578,-0.0181127,0.735,0.0121879,0.063,0.38522,43.7027,-0.2639473684,0.541,27,0.375,0.0302968,0.543815,3,0.464176,8
"No",26702559,0.0410013,3,0.0410959,11.28,-9.58,-4.67857,2,44.5946,-14.4,16.76083,3.65,-17.8,1104,2273,-0.0156708,0.917,0.0164972,0.08,0.45157,49.6594,-0.2989814815,0.721,"NA","NA","NA",0.827367,1,4.54023,0
"No",149578114,0.00515174,5,0.0684932,"NA",-12.75,-4.59828,6119,47.2973,-14,15.71045,"NA",-1002.8,39,1911,0.0431463,0.112,0.294128,0.369,0.32419,"NA","NA","NA",20,0.273973,0.00114514,9.84364,56,12.7553,59
"No",95553629,0.109744,9,0.0327273,9.59,-12.25,-6.74559,2,46.7391,-76.5,81.61826,5.9,-100.37,172,945,-0.0291198,0.576,0.0598688,0.37,0.37979,83.8059,-0.1421031746,0.33,60,0.218182,0.018563,0.127969,8,0.283689,11
"No",12527397,0.0150426,3,0.0197368,21.41,-8.87,-4.53138,1,50.3268,-45.9,48.8588,4.75,-0.9,164,1353,-0.172129,1.722,0.00365789,0.087,0.45948,3.66819,-0.6773296183,1.08,35,0.230263,0.00100355,2.31523,75,0.559639,20
"No",144571943,0.000399361,2,0.0121212,"NA",-12.21,-5.07667,8,36.747,-32.4,36.34714,"NA",-157.6,24,110,0.0536073,0.161,0.280729,0.638,0.32068,"NA",-0.2468152174,0.699,62,0.375758,6.90277E-05,7.208,27,9.286,60
"No",149330261,0.00129792,2,0.0277778,30.65,-12.24,-4.95241,1,49.3151,-13,14.45837,6.45,0,508,1305,-0.0846221,1.825,0.014654,0.247,0.40263,98.25,-0.4112622951,0.763,14,0.194444,0.000179472,1.01085,28,0.363324,3
"No",26552990,0.0789138,5,0.0675676,24.32,-7.9,-2.52571,1,49.3333,-20.8,21.66747,"NA",0,50,490,-0.159863,2.841,0.00288951,0.061,0.45331,99.65,-1.490163284,1.15,13,0.175676,0.026655,1.15303,1,4.47888,2
"No",27638429,0.000199681,2,0.027027,6.87,-11.99,-4.23043,26911,50.6667,-23,23.91166,12.18,-218.16,81,372,0.0447345,0.243,0.0465012,0.104,0.43651,1.74839,-0.06294117647,0.154,16,0.216216,3.04466E-05,15.8008,1,27.7576,0
"No",2677010,0.00046592,2,0.0277778,14.72,-11.05,-4.894,1,53.4247,-19,20.34718,6.25,-27.66,75,1934,0.0462394,0.8,0.0148873,0.103,0.41536,60.7814,-0.09672222222,0.28,20,0.277778,3.52448E-05,1.66075,18,0.63805,3
"No",76255896,0.057708,2,0.0277778,8.1,-9.78,-4.22042,1,43.8356,-10.5,12.8566,11.01,-17.29,11,149,0.0654416,1.223,0.180915,0.992,0.36954,17.9579,-0.1351282051,0.303,22,0.305556,0.0026368,0.280931,1,3.49771,0
"No",149566611,0.00059904,2,0.0277778,20.01,-9.15,-4.4792,1,43.8356,-10,12.20675,4.81,-2.92,204,428,0.0126225,1.184,0.00886193,0.155,0.39329,24.2889,-0.05304411765,1.77,14,0.194444,0.000347448,10.6807,46,12.9324,82
"No",121068505,"NA","NA","NA",6.77,-6.87,-3.17286,97,49.3333,-21.5,22.52754,4.22,-43.71,72,166,-0.0500779,0.52,0.0290127,0.126,0.37528,44.2994,-0.27236,0.954,24,0.324324,1.71798E-05,2.52908,1,1.58173,18
"No",26693434,0.000199681,2,0.0273973,5.65,-10,-4.99842,9,39.1892,-7.5,8.248692,12.47,-71.03,21,2999,0.0521249,0.279,0.0858328,0.197,0.41555,0.727422,-0.1266333333,0.304,"NA","NA","NA",2.67055,9,4.58853,12
"No",49300772,0.0117812,1,0.0111111,6.61,-9.13,-4.57467,3,38.4615,-12.1,15.23073,13.19,-119.84,39,208,0.129759,0.208,0.649346,0.766,0.43139,97.6522,-0.09671111111,0.319,10,0.111111,0.000855915,1.05614,7,2.36914,10
"No",27275526,0.000199681,4,0.031746,31.18,-12.76,-5.90545,1,54.3307,-43,45.32931,1.87,-0.05,27,1490,-0.0953828,3.171,0.0282241,0.575,0.4321,2.21322,-1.586928696,2.05,14,0.111111,2.54277E-05,0.233063,7,1.70609,41
"No",184345771,"NA","NA","NA",38.19,-11,-5.29448,1,55.8442,-20.2,21.79799,4.15,0,105,1607,0.173721,2.726,0.124372,1,0.37894,93.35,-0.9994202703,1.93,14,0.184211,2.98976E-05,12.318,202,17.4495,385
"No",52709033,0.0040602,3,0.0204082,16.45,-14.32,-5.74033,49469,57.4324,-51.6,54.13257,3.8,-5.64,41,446,-0.227759,1.415,0.00193017,0.033,0.36411,7.48627,-0.4102192982,0.735,65,0.442177,0.0002146,3.85458,122,4.8863,149
"No",28609450,0.00013312,1,0.0138889,26.66,-6.51,-2.82737,2,32.8767,-12.6,14.31043,4.7,-7.42,425,2550,0.2309,1.366,0.0374608,0.555,0.42435,33.3037,-0.2843695652,0.564,9,0.125,6.97726E-05,0.796929,7,0.633371,1
"No",29009083,0.00069888,2,0.0243902,22.67,-8.56,-4.39,7,38.5542,-12.2,13.85951,5.76,-4.03,228,823,0.174986,1.574,0.0386356,0.338,0.35341,8.92522,-0.1934126984,0.766,17,0.207317,5.00863E-05,0.617635,8,0.798301,2
"No",28827905,0.00359425,3,0.0410959,18.64,-16.78,-7.1575,8,50,-13.9,15.59756,3.86,0,505,1183,0.010004,1.329,0.0193852,0.161,0.3232,94.85,-0.1953902439,0.357,12,0.164384,0.00115953,0.572589,2,0.718397,3
"No",132836877,0.00053248,3,0.0394737,21.45,-11.9,-5.07826,1,48.0519,-9.2,11.61373,4.39,-4.45,12,302,-0.168249,1.897,0.00153831,0.015,0.4195,7.21862,-1.207724658,1.52,20,0.263158,7.53935E-05,0.943733,7,0.295036,4
"No",154279862,0.00074167,6,0.0441176,6.59,-11.06,-4.70037,192538,58.3942,-49.5,52.31655,11.17,-198.52,43,187,-0.0510575,0.228,0.0241032,0.088,0.43866,18.5526,-0.04740625,0.0998,25,0.183824,0.000530916,1.98773,45,1.19754,10
"No",159800381,0.156789,4,0.030303,37.56,-16.2,-7.01187,1,70.6767,-54.7,59.40998,2.38,0,397,1309,-0.324599,4.595,0.0546578,1,0.32613,97.95,-2.535183333,2.66,34,0.257576,0.0233791,3.4382,51,1.96154,69
"No",144587588,0.00259585,2,0.027027,25.6,-10.47,-5.624,9,41.3333,-7.4,9.544972,2.3,0,66,397,-0.063446,2.282,0.00879332,0.127,0.44211,98.5,"NA","NA",14,0.189189,0.00671099,16.0527,0,20.7053,1
"No",143755993,9.98405E-05,1,0.0135135,17.02,-13.31,-5.0137,4,50.6667,-20.5,21.6023,4.99,-2.64,281,1860,0.0410008,1.453,0.0072806,0.036,0.3201,8.71028,"NA","NA",20,0.27027,6.3577E-05,14.4931,26,38.3842,19
"No",20651232,0.00239617,3,0.0410959,4.1,-6.7,-3.18536,13851,48.6486,-21.5,22.25012,10.67,-174.11,108,223,0.0394609,0.137,0.175649,0.31,0.45322,13.6307,-0.0765,0.154,19,0.260274,0.000362307,1.78037,46,1.79275,2
"No",26776625,"NA","NA","NA",13.83,-15.22,-5.83167,5,36,-8,8.905642,5.72,-71.98,144,888,0.095752,0.588,0.0402671,0.158,0.31561,91.8579,-0.1357878788,0.348,3,0.0405405,0,2.70472,3,4.62182,0
"No",50294779,0.0069888,1,0.0138889,22.97,-6.21,-3.63524,8,42.4658,-18.1,20.75674,5.47,0,151,1700,0.165588,3.03,0.0308145,0.851,0.42865,99.1,-1.062256061,1.61,8,0.111111,0.00025997,6.28172,29,6.24182,28
"No",143851781,0.0530487,2,0.027027,15.73,-3.29,-1.50833,3,29.3333,-17,18.00752,3.35,-1.97,348,933,0.231248,1.271,0.0290246,0.138,0.41756,22.9866,"NA","NA",16,0.216216,0.0118396,14.4931,32,38.3842,3
"No",4744141,0.116214,4,0.0555556,7.28,-7.98,-2.97118,28946,61.6438,-27.2,28.04428,4.67,-52.02,140,437,0.259332,1.529,0.373606,0.739,0.34257,73.8982,-0.1268648649,0.293,49,0.680556,0.00964976,3.23592,5,7.01807,2
"No",83061598,0.241663,3,0.0222222,6.03,-11.69,-3.90957,1,25,-16.5,19.5555,5.16,-14.17,68,348,-0.00278955,2.331,0.117697,0.95,0.2966,22.5743,-0.463855,1.53,140,1.03704,0.00684586,11.8643,45,9.59963,73
"No",143809941,9.98405E-05,1,0.0135135,4.84,-10.53,-4.93542,129,48,-14.3,15.78296,18.29,-208.86,63,228,-0.0184809,0.207,0.0871534,0.328,0.39735,89.1814,"NA","NA",35,0.472973,4.33694E-05,14.4931,1,38.3842,4
"No",57820284,"NA","NA","NA","NA",-15.55,-4.80304,4165,61.3333,-23,24.90301,27.16,-67.89,320,676,0.0994452,0.67,0.344506,0.512,0.35745,"NA","NA","NA",20,0.27027,0.000100512,0.661396,1,7.03951,130
"No",244874217,0.0474842,5,0.0381679,9.51,-9.37,-5.05727,118802,55.303,-54.2,55.33925,7.68,-40.82,146,578,-0.138302,0.653,0.0100507,0.056,0.33195,41.2698,-0.3781235955,0.586,53,0.40458,0.00369389,0.696167,1,0.624143,1
"No",32163912,0.000499201,2,0.0116959,36.52,-10.71,-4.6,1,29.6512,-16.1,20.07093,5.1,0,104,671,0.0887621,3.564,0.0372921,0.619,0.30296,97.9,-2.625956364,3.2,24,0.140351,3.75432E-05,0.246888,6,0.206874,3
"No",148068589,"NA","NA","NA",26,-4.78,-2.3925,3,33.3333,-13.5,14.38594,5.68,0,387,832,0.506906,2.545,0.405477,1,0.46179,98.05,1.107248611,4.52,15,0.202703,0.000118877,3.54774,7,1.819,4
"No",27603528,0.00159744,3,0.0416667,11.29,-16.26,-3.46947,28865,60.274,-26.3,27.3337,5.41,-56.64,54,252,-0.0346912,0.84,0.0129641,0.048,0.39215,74.8533,-0.1161315789,0.601,23,0.319444,0.00012086,16.2397,2,28.5286,1
"No",26769984,"NA","NA","NA",14.5,-5.15,-2.926,5,21.6216,-4.5,6.283294,6.52,-2.02,295,1319,0.110952,0.927,0.0575274,0.318,0.38087,3.02201,-0.5004909091,0.659,14,0.191781,4.05589E-05,2.84859,20,4.68514,0
"No",124941826,0.072484,1,0.0138889,4.42,-12.23,-5.26731,1,38.3562,-10,11.63585,6.77,-45.14,59,156,0.02796,0.207,0.160035,0.5,0.45666,61.6532,-0.08075757576,0.299,11,0.152778,0.00707141,17.2156,16,54.4847,114
"No",132837351,0.109904,4,0.0300752,14.22,-8.54,-4.74294,149763,61.9403,-54.2,55.96088,5.39,-26.15,41,149,-0.133135,0.59,0.00503627,0.034,0.39666,37.2806,-0.3344673913,0.378,49,0.368421,0.0107068,0.503324,6,0.154539,2
"No",149615285,0.000199681,3,0.0416667,10.06,-9.92,-5.66333,805,61.6438,-22.4,24.24379,12.4,-84.59,186,882,-0.137754,0.568,0.00813644,0.041,0.40855,99.691,"NA","NA",20,0.277778,2.44785E-05,8.4971,39,13.2746,32
"No",122580019,0.00326145,2,0.0273973,4.84,-9.16,-4.18947,277,32.4324,-7.5,8.465215,7.66,-44.16,45,1746,0.0896366,0.895,0.29036,0.424,0.37617,70.2536,0.0074375,0.0663,19,0.260274,0.00132455,1.03421,5,1.0991,2
"No",150281797,"NA","NA","NA",50.57,-11.69,-5.1236,1,60.9524,-31.3,33.20955,4.37,-3.29,1552,3660,1.50657,4.224,0.841691,1,0.43127,4.66831,0.2069989011,3.15,27,0.259615,1.11328E-05,1.2728,10,3.46349,18
"No",81222834,0.00019968,1,0.00714286,22.37,-13.36,-3.77037,1,41.1348,-32.1,35.12062,2.09,0,937,5961,-0.152749,2.42,0.00532353,0.44,0.34889,99.85,-0.9698930769,1.55,31,0.221429,3.5569E-05,0.383031,6,1.31612,36
"No",27182344,0.0004992,4,0.0540541,9.25,-9.99,-3.87714,2,50.6667,-19.1,20.3072,18.42,-214.28,1572,3603,0.127955,0.252,0.259489,0.45,0.43015,1.0784,-0.09688888889,0.218,17,0.22973,7.51388E-05,15.8008,8,27.7576,14
"No",85697368,0.00091853,4,0.0533333,3.79,-11.96,-4.98833,5143,44.7368,-12.9,15.16115,18.61,-417.21,1218,2896,0.0246467,0.163,0.153838,0.283,0.29481,30.3086,-0.0208,0.0577,24,0.32,0.000164295,4.99072,16,1.04043,17
"No",145149312,0.000199681,2,0.027027,24.45,-9.27,-4.434,4,38.6667,-5.7,7.589513,6.22,0,541,1309,0.14343,1.631,0.0581514,0.468,0.40195,99.05,"NA","NA",19,0.256757,9.02474E-06,14.2862,11,20.4022,34
"No",27688656,0.107428,2,0.027027,27.62,-9.33,-3.6515,1,25.3333,-7.5,9.541217,4.18,0,3,202,0.215145,1.68,0.0524022,0.476,0.40251,97.6,-0.8092298507,1.08,10,0.135135,0.0269651,15.8008,56,27.7576,1
"No",45126099,0.00144768,4,0.030303,38.2,-12.52,-5.52111,1,58.6466,-27.9,30.92541,14.95,-8.17,168,1904,-0.651094,1.439,0.000981729,0.08,0.41581,11.7765,-1.934114215,1.5,25,0.189394,0.000203478,0.378052,1,0.282052,2
"No",27117387,0.0419329,1,0.0121951,5.91,-9.75,-4.23308,1,40.9639,-10.4,13.39037,12.99,-147.51,86,394,0.102684,0.208,0.240273,0.69,0.38408,98.2817,-0.1521428571,0.297,10,0.121951,0.00666166,1.3728,14,4.06341,17
"No",28663516,0.00106496,2,0.0277778,7.96,-8.73,-4.27409,5281,50.6849,-20.5,21.74117,7.95,-66.91,43,501,0.0242516,0.243,0.151135,0.302,0.4085,61.2985,-0.1348461538,0.271,13,0.180556,7.14882E-05,0.796929,2,0.633371,3
"No",27295284,0.000199681,3,0.0405405,23.25,-3.93,-1.62429,1,48,-16.3,17.85031,3.4,0,76,169,-0.398801,1.471,0.00045628,0.009,0.47324,98.5,-0.8077193333,1,10,0.135135,2.09339E-05,15.8008,1,27.7576,2
"No",114650924,0.0217881,4,0.03125,43.87,-9.2,-4.55536,1,35.6589,-17.1,20.76403,4.56,0,775,2353,0.150132,3.348,0.0238382,0.53,0.43224,97.4,-0.9049,2.53,21,0.164062,0.00382966,6.19023,18,0.0928641,4
"No",27611886,0.000299521,2,0.0273973,3.08,-17.1,-7.812,39644,56.7568,-13.3,15.15857,12.9,-104.03,544,1251,0.00673731,0.229,0.0491781,0.087,0.39454,70.8343,-0.0765,0.154,13,0.178082,0.000127317,16.0173,8,28.1378,2
"No",143740644,0.0919777,7,0.0518519,8.23,-11.05,-4.25815,3,29.4118,-17.7,20.12721,27.36,-963.47,304,1207,-0.0836519,0.236,0.0179152,0.052,0.32286,24.6334,"NA","NA",84,0.622222,0.00421429,7.94437,18,21.0402,18
"No",68647375,0.005631,5,0.0352113,"NA",-12.45,-5.17133,104234,58.7413,-29.8,32.61059,4.17,-33.39,9,521,0.0594476,1.384,0.221572,0.659,0.45757,"NA",-0.1420740741,0.332,245,1.72535,0.00798012,29.3556,23,77.7092,22
"No",79764727,0.222943,4,0.0547945,21.77,-12.85,-5.01,1,43.2432,-12.1,13.23935,4.36,0,71,368,-0.14663,2.071,0.000690572,0.01,0.4033,93.5,-0.9454789855,1.21,17,0.232877,0.0521456,0.99284,9,0.469693,5
"No",26319749,"NA","NA","NA",18.37,-15.39,-5.629,1,43.2432,-6.2,7.980716,4.43,0,214,1377,-0.281384,1.744,0.000908139,0.017,0.37267,93.45,-1.228671429,1.92,20,0.273973,3.52488E-05,0.865799,1,4.54023,26
"No",49051787,0.0790736,6,0.0504202,4.83,-10.49,-4.75727,8895,50,-35.9,37.81484,6.3,-46.49,107,259,-0.213624,0.231,0.00650445,0.022,0.35049,45.28,-0.04268846154,0.108,56,0.470588,0.00918618,1.72433,1,3.54503,1
"No",2676694,0.00134071,6,0.084507,7.95,-10.98,-4.583,31137,55.5556,-17.2,18.38312,5.77,-33.74,51,220,-0.060679,0.626,0.028698,0.089,0.38718,34.0372,-0.07544,0.227,20,0.28169,0.000158785,1.19094,6,0.647037,1
"No",149656929,0.000399361,2,0.0121951,22.97,-10.56,-4.93133,4,30.303,-20.7,25.2355,4.42,-0.79,2,590,0.037568,1.669,0.00986944,0.144,0.40063,2.63546,-1.635960247,3.27,44,0.268293,0.000292273,6.79396,30,2.28637,6
"No",2674286,0.0100839,3,0.04,3.36,-12.48,-4.61846,240954,53.9474,-23,24.4007,3.45,-33.46,114,347,0.0119604,2.373,0.0229518,0.261,0.40728,33.3974,-0.07900645161,1.12,21,0.28,0.00377017,1.24768,11,1.31901,23
"No",90677963,0.000199681,2,0.00934579,14.18,-16.08,-5.60938,2,25.5814,-11.8,17.36997,6.63,-57.71,479,1746,0.149393,0.637,0.125372,0.56,0.39703,8.89289,-0.3743928571,0.774,46,0.214953,1.57992E-05,2.00416,68,0.256596,4
"No",31570145,0.0141773,3,0.0416667,35.67,-7.73,-3.46833,1,42.4658,-18.9,20.23517,3.41,0,307,1192,-0.0716618,3.009,0.139939,0.959,0.33042,97.15,-2.402405775,1.76,15,0.208333,0.00197601,2.93263,58,10.3341,206
"No",39336896,0.000199681,1,0.0181818,6.43,-9.61,-4.68483,57636,58.9286,-15.7,16.82842,4.51,-36.4,18,78,-0.0625091,0.222,0.0367455,0.1,0.36416,39.1527,-0.02198,0.11,24,0.436364,8.40425E-06,1.60881,4,4.47876,0
"No",65086132,0.000599042,5,0.0373134,4.34,-6.29,-2.99579,3,50.3704,-56.8,59.25951,6.62,-95.04,327,858,0.0214504,0.462,0.0775189,0.364,0.44609,83.173,"NA","NA",31,0.231343,0.000100872,8.90007,14,4.46893,23
"No",132835379,0.000199681,1,0.0136986,19.81,-11.22,-5.54741,1,36.4865,-5.9,8.00607,5.08,-1.29,14,305,0.0826116,1.281,0.0127764,0.106,0.41124,6.7574,-0.3611428571,0.679,18,0.246575,1.746E-05,0.734581,4,0.482103,5
"No",49511729,0.0013312,3,0.0454545,10.43,-14.1,-5.63107,111,46.2687,-12.5,14.65425,11.95,-103.1,14,76,0.146727,0.252,0.339,0.544,0.4116,74.4899,-0.09047368421,0.216,13,0.19697,0.000185432,1.05614,0,2.32648,1
"No",143820111,9.98405E-05,1,0.0140845,23.71,-9.09,-3.98929,4,51.3889,-11.8,13.47599,4.53,0,171,1141,0.0310708,1.881,0.0242949,0.871,0.34894,94.95,"NA","NA",8,0.112676,0,15.1055,6,40.0061,30
"No",44796589,0.0223357,7,0.0714286,"NA",-13.75,-5.00808,39,58.5859,-30.4,32.41821,"NA",-192.9,188,1916,"NA","NA","NA","NA",0.41092,"NA",-0.02550769231,0.102,38,0.387755,0.00396092,0.580439,2,1.32069,11
"No",186806852,0.0233056,7,0.0393258,23.52,-11.43,-5.96719,1,52.514,-68.1,70.69613,5.38,-4.39,628,2039,-0.155593,2.624,0.00967383,0.369,0.34679,21.8997,-1.139736842,1.53,36,0.202247,0.00392056,0.722455,13,0.828,57
"No",47970414,0.0117812,2,0.0168067,"NA",-8.17,-4.40444,1,34.1667,-27.5,30.30205,6.07,-88.76,59,190,0.0670492,0.137,0.23262,0.33,0.39412,"NA",-0.3646710526,0.41,21,0.176471,0.00125255,1.62122,3,1.25248,4
"No",30207566,0.00576579,7,0.0526316,24.79,-14.58,-6.54938,1,55.2239,-42.2,45.15175,3.82,-1.84,24,228,-0.115723,3.325,0.00195953,0.044,0.33806,5.83836,-1.563102269,1.67,27,0.203008,0.00127638,1.09584,10,1.61877,6
"No",30439759,0.000399363,4,0.0296296,5.46,-15.11,-5.59433,33,42.6471,-28.1,31.27872,14.67,-111.63,122,297,-0.0449159,0.244,0.0398763,0.25,0.37601,98.7287,-0.09018035714,0.216,26,0.192593,8.04235E-05,4.54689,7,3.20059,7
"No",16892654,0.000798723,3,0.0416667,9.46,-9.06,-3.86857,1,42.4658,-15.7,16.60726,7.2,-71.81,30,104,-0.155391,0.245,0.0125551,0.053,0.41586,0.230236,-0.3511333333,0.475,23,0.319444,2.79001E-05,22.7158,3,20.1476,1
"No",20653077,0.00214657,4,0.0555556,18.27,-40.04,-7.46478,8,50.6849,-14.3,15.27833,4.34,-21.67,175,1066,0.290971,0.977,0.580804,1,0.41266,25.7123,-0.6892708333,0.844,52,0.722222,0.000173002,619.812,2964,6644.1,8014
"No",75420538,0.0084864,2,0.0135135,35.65,-9.21,-4.29208,1,52.349,-59,61.69956,4.75,-0.06,493,1255,0.00972972,2.503,0.0126912,0.217,0.40735,3.65086,-0.9947609929,1.92,32,0.216216,0.000518356,4.49749,41,11.7236,47
"No",49882849,0.000299521,8,0.0267559,6.08,-14.12,-7.52121,79,49,-66.7,72.68582,11.64,-151.55,288,577,0.0488993,0.299,0.0773595,0.237,0.36465,0.332367,-0.10859,0.248,62,0.207358,4.10726E-05,116.517,46,47.6007,6
"No",3170746,0.000133121,2,0.0273973,10.2,-19.84,-5.36097,1,68.9189,-33.3,34.88147,12.47,-136.38,142,602,0.0119678,0.349,0.0119871,0.049,0.33388,79.9928,-0.08986842105,0.259,20,0.273973,3.07075E-05,0.77877,3,5.87442,78
"No",184668377,0.234924,1,0.0140845,22.85,-3.26,-1.88688,1,19.4444,-7.5,9.336002,3.41,0,134,562,-0.103209,2.072,0.00163215,0.024,0.25754,96.6,-1.054586154,1.4,15,0.211268,0.0311536,1.81835,6,0.764628,0
"No",148283632,0.127196,2,0.0127389,9.79,-14.33,-6.29258,4,42.4051,-31.1,33.89569,3.94,-9.98,145,570,-0.0335993,0.8,0.0102392,0.079,0.38077,30.2645,"NA","NA",42,0.267516,0.00449714,8.47936,10,9.57936,20
"No",49510047,0.000199681,1,0.0121951,5.12,-9.3,-4.80522,86377,57.8313,-27.1,28.62616,10.39,-69.92,109,287,-0.197265,0.277,0.0096198,0.035,0.40001,81.9056,-0.062004,0.174,11,0.134146,1.14244E-05,1.01949,8,2.61773,5
"No",121036915,0.000299521,2,0.028169,23.85,-7.81,-4.73562,4,43.0556,-12.4,14.16586,4.2,0,92,1144,0.238959,2.107,0.10451,0.88,0.38801,98.4,-0.8521971831,3.26,21,0.295775,1.91817E-05,2.92883,14,1.67604,8
"No",49511347,0.00239617,1,0.0153846,11.4,-13.99,-6.75762,18682,54.5455,-15.5,16.49889,18.55,-55.77,9,115,-0.153646,0.365,0.00492308,0.017,0.39008,61.146,-0.0946,0.216,12,0.184615,0.000169233,1.07238,16,2.36228,0
"No",54834500,0.0067108,2,0.0152672,5.47,-9.64,-5.5031,420,35.6061,-19.5,22.82805,11.69,-382.14,8,436,0.0526803,0.205,0.162033,0.358,0.32843,0.387935,-0.1061020408,0.223,18,0.137405,0.000973006,2.77792,15,2.08259,0
"No",9448954,0.00505193,10,0.0529101,5.29,-14.86,-6.93258,115985,56.3158,-63.3,67.5545,13.37,-61.12,59,249,-0.0331561,0.46,0.0288483,0.092,0.42104,63.6751,-0.01825333333,0.227,51,0.269841,0.00107625,1.38829,40,1.52459,29
"No",149578493,"NA","NA","NA",28.56,-10.73,-5.6324,9,39.4737,-11.5,13.52345,2.67,0,54,396,-0.0944784,2.759,0.00103804,0.015,0.43874,99.35,-0.6758041096,3.78,20,0.266667,0.00040151,3.22655,8,5.25475,16
"No",65775659,0.000738817,8,0.0597015,9.64,-9.45,-4.63857,2,51.8519,-45.4,48.57684,18.46,-188.14,279,858,0.158489,0.347,0.289303,0.547,0.32813,0.976161,"NA","NA",33,0.246269,0.000367867,1.70446,4,2.67372,9
"No",149760321,0.00089856,2,0.027027,13.83,-12.95,-5.16867,3,36,-4.85,5.879734,4.39,0,112,787,0.155589,1.083,0.0157424,0.063,0.33426,97.25,-0.2402583333,0.842,27,0.364865,7.1513E-05,2.95059,27,1.40732,0
"No",28601053,0.00451278,5,0.0373134,4.74,-10.73,-5.36258,142367,46.6667,-30.9,33.16182,6.6,-49.82,1,84,-0.208808,0.484,0.00246378,0.012,0.46017,98.9092,-0.1195441176,0.31,25,0.186567,0.000920488,2.00619,16,1.59605,14
"No",28494625,0.0185703,1,0.0135135,20.13,-6.9,-3.51174,1,29.3333,-13.1,14.82218,6.9,-19.78,37,548,0.177959,1.045,0.101739,0.636,0.42433,66.6799,-0.09437288136,0.94,12,0.162162,0.00168065,0.775391,2,0.647065,11
"No",98062217,0.000166401,5,0.0378788,8.95,-12.07,-4.55483,1,34.5865,-17.1,20.90775,5.74,-35.07,68,353,0.131803,1.386,0.0484327,0.342,0.39866,71.8173,-0.286745098,0.571,24,0.181818,4.27813E-05,1.65412,45,0.440813,5
"No",3185010,0.00059904,2,0.0273973,6.06,-11.2,-3.87476,115929,58.1081,-25.7,27.07307,4.34,-26.36,24,172,-0.0681338,0.435,0.00500242,0.02,0.3459,28.5921,-0.08909090909,0.196,18,0.246575,9.27444E-05,0.77877,4,1.54456,6
"No",28783670,0.00119808,2,0.027027,6.45,-11.77,-4.094,8,56,-23,24.35724,8.69,-64.28,195,419,0.118787,0.612,0.083184,0.408,0.40712,77.4988,-0.7096887324,2.31,12,0.162162,0.00010354,0.775391,5,5.22689,70
"No",71718701,0.00252929,3,0.0222222,16.29,-13.17,-5.5063,1,30.1471,-9.7,12.62119,4.16,-5.75,104,523,0.0372867,2.238,0.0486595,0.91,0.30581,21.1479,-0.5909735537,2.37,30,0.222222,0.000552417,5.15839,33,3.16845,31
